index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
30ee7756fa0689ce4a89020bd1ca6658,2026-01-03T06:05:34Z,'volcano',indianexpress.com,en,0.9,Ancient African bedrock reveals violent beginnings of life on our blue planet,"Ancient rocks in South Africa and Eswatini act like a geological time machine, revealing oceans, volcanoes and microbial life thriving more than 3.5 billion years ago.",https://indianexpress.com/article/world/ancient-african-bedrock-reveals-violent-beginnings-of-life-10452990/,https://images.indianexpress.com/2026/01/Earth.jpg,,"You have probably seen the images of the surface of Mars, beamed back by NASA’s rovers. What if there were a time machine capable of roaming Earth during its remote geological past, perhaps even goin… [+4588 chars]",,"Uraltes afrikanisches Grundgestein enthüllt gewalttätige Anfänge des Lebens auf unserem blauen Planeten. Uralte Gesteine ​​in Südafrika und Eswatini wirken wie eine geologische Zeitmaschine und offenbaren Ozeane, Vulkane und mikrobielles Leben, das vor mehr als 3,5 Milliarden Jahren gedieh.","Ancient African bedrock reveals violent beginnings of life on our blue planet. Ancient rocks in South Africa and Eswatini act like a geological time machine, revealing oceans, volcanoes and microbial life thriving more than 3.5 billion years ago.","Vetus Afer petram violenta initia vitae nostrae in planeta caeruleo revelat. Saxa antiqua in Africa Australi et Eswatini tamquam machina temporis geologica agunt, revelans maria, vulcanorum et microbialium vitam plus quam 3.5 miliardis annos vigens.",2026-01-04 18:33:26+00:00
cfca514f53db46a0379d4ee445cd3f03,2026-01-04T15:30:55Z,'magma volcano',www.bostonherald.com,en,0.9,What’s inside Mexico’s Popocatépetl? Scientists obtain first 3D images of the whole volcano,Scientists now know where the magma accumulates.,https://www.bostonherald.com/2026/01/04/mexico-volcano/,https://www.bostonherald.com/wp-content/uploads/2026/01/Mexico_Volcano_49210-1.jpg?w=1024&h=682,http://web.archive.org/web/20260104174126/https://www.bostonherald.com/2026/01/04/mexico-volcano/,"By MARÍA VERZA
POPOCATÉPETL VOLCANO, Mexico (AP) In the predawn darkness, a team of scientists climbs the slope of Mexicos Popocatépetl volcano, one of the worlds most active and whose eruption coul… [+8245 chars]",,"Was ist im mexikanischen Popocatépetl enthalten? Wissenschaftler erhalten erste 3D-Bilder des gesamten Vulkans. Wissenschaftler wissen jetzt, wo sich das Magma ansammelt.",What’s inside Mexico’s Popocatépetl? Scientists obtain first 3D images of the whole volcano. Scientists now know where the magma accumulates.,Quid intus est Popocatépetl Mexicum? Physici primum obtinent 3D imagines totius vulcani. Scientes nunc sciunt ubi magma accumulat.,2026-01-06 02:59:13+00:00
334969875659b7c3e50bbc35e7acf2fc,2026-01-06T13:29:20Z,'volcano',www.gmanetwork.com,en,0.7,Albay health office declares Code White Alert amid Mayon Volcano Alert Level 3 status,"The Albay Provincial Health Office has declared a Code White Alert effective Tuesday, January 6, 2026 hours after Mayon Volcano Alert Level was raised.",https://www.gmanetwork.com/news/topstories/regions/971901/albay-health-office-declares-code-white-alert-amid-mayon-volcano-alert-level-3-status/story/,https://images.gmanews.tv/webpics/2026/01/Screenshot_2026-01-06_at_8_2026_01_06_20_44_01.png,,"The Albay Provincial Health Office has declared a Code White Alert effective Tuesday, January 6, 2026 hours after Mayon Volcano Alert Level was raised.
The announcement was made after DOST-PHIVOLCS … [+892 chars]",,"Das Gesundheitsamt von Albay erklärt den Code-White-Alarm inmitten der Mayon-Vulkan-Alarmstufe 3. Das Gesundheitsamt der Provinz Albay hat am Dienstag, dem 6. Januar 2026, Stunden nach der Anhebung der Alarmstufe für den Vulkan Mayon, einen „Code White Alert“ ausgerufen.","Albay health office declares Code White Alert amid Mayon Volcano Alert Level 3 status. The Albay Provincial Health Office has declared a Code White Alert effective Tuesday, January 6, 2026 hours after Mayon Volcano Alert Level was raised.","Albay officium sanitatis declarat Code White erecti inter Mayon Volcano erecti gradu 3 status. Officium sanitatis provincialis Albay declaravit Codicem Albae erecti efficax die Martis, ante diem 6 mensis Ianuarii, anno 2026 horarum post Mayon Volcano erecti gradu evectus est.",2026-01-08 06:39:09+00:00
ecce5c01d2376cb1d1519df1bc34722b,2026-01-07T00:57:16Z,'volcano',rpnradio.com,en,0.7,Bacolod: Kanlaon Volcano spews ash anew,"BACOLOD CITY – The restiveness of Kanlaon Volcano continues as it spewed ash twice on January 3, which indicated a sign that magma is rising, as reported by the Philippine Institute of Volcanology and Seismology. In a bulletin, PHIVOLCS said it recorded two a…",https://rpnradio.com/bacolod-kanlaon-volcano-spews-ash-anew-3/,https://rpnradio.com/wp-content/uploads/2025/10/kanlaon-volcanic-ashe.jpg,,"BACOLOD CITY – The restiveness of Kanlaon Volcano continues as it spewed ash twice on January 3, which indicated a sign that magma is rising, as reported by the Philippine Institute of Volcanology an… [+417 chars]",,"Bacolod: Vulkan Kanlaon spuckt erneut Asche. BACOLOD CITY – Die Unruhe des Vulkans Kanlaon hält an, da er am 3. Januar zweimal Asche ausspuckte, was ein Zeichen dafür war, dass Magma aufsteigt, wie das Philippine Institute of Volcanology and Seismology berichtete. In einem Bulletin sagte PHIVOLCS, es habe zwei …","Bacolod: Kanlaon Volcano spews ash anew. BACOLOD CITY – The restiveness of Kanlaon Volcano continues as it spewed ash twice on January 3, which indicated a sign that magma is rising, as reported by the Philippine Institute of Volcanology and Seismology. In a bulletin, PHIVOLCS said it recorded two a…","Bacolod: Kanlaon Vulcanus cinerem e novo vomit. Urbs BACOLOD - Requiestas Kanlaon Volcano pergit cum bis die 3 Ianuarii evomuit cinerem, quod signum significavit magma oriri, sicut in Instituto Philippino Volcanologiae et Seismologiae relatum est. In bulletin, PHIVOLCS dixit duas memoriae a...",2026-01-08 06:39:09+00:00
8df68ecf0bbbc6825376ae4fd02eef7a,2026-01-06T07:05:00Z,'volcano activity',www.thestar.com.my,en,0.9,Philippines raises alert level at restive Mayon volcano,"MANILA, Jan 6 (Reuters) - The ‌Philippines on Tuesday raised its alert level for ‌the Mayon volcano in the central province of Albay, ‌warning of ""potential explosive activity"" in the coming days or weeks and advising people to stay outside of a 6-kilometre (…",https://www.thestar.com.my/news/world/2026/01/06/philippines-raises-alert-level-at-restive-mayon-volcano,https://cdn.thestar.com.my/Themes/img/newTsol_logo_socmedia.png,,"MANILA, Jan 6 (Reuters) - The Philippines on Tuesday raised its alert level for the Mayon volcano in the central province of Albay, warning of ""potential explosive activity"" in the coming days or wee… [+1246 chars]",,"Die Philippinen erhöhen die Alarmstufe für den unruhigen Vulkan Mayon. MANILA, 6. Januar (Reuters) – Die Philippinen haben am Dienstag ihre Alarmstufe für den Mayon-Vulkan in der Zentralprovinz Albay angehoben, vor „potenzieller explosiver Aktivität“ in den kommenden Tagen oder Wochen gewarnt und den Menschen geraten, sich außerhalb eines 6-Kilometer-Bereichs (…) aufzuhalten.","Philippines raises alert level at restive Mayon volcano. MANILA, Jan 6 (Reuters) - The ‌Philippines on Tuesday raised its alert level for ‌the Mayon volcano in the central province of Albay, ‌warning of ""potential explosive activity"" in the coming days or weeks and advising people to stay outside of a 6-kilometre (…","Philippinae gradu erecto erecto ad Mayon vulcano aspero elevat. MANILA, 6 Ian (Reuters) - Philippinae die Martis intenti ad Volcanum Mayon in provincia Albay centrali excitavit, denuntians ""activitatem potentialem explosivam"" in dies vel septimanas venientes monens homines extra VI chiliometra manere (…",2026-01-08 06:39:09+00:00
b0562cce5645eeda3a77f4702ab089ef,2026-01-04T16:00:05Z,'volcano',bringatrailer.com,en,0.7,13k-Mile 2021 Porsche Macan Turbo,"This 2021 Porsche Macan Turbo has remained registered in California since new and now has 13k miles. It is finished in Volcano Gray Metallic over Black leather and is equipped with the Premium Plus and Sport Chrono packages as well as a Sport exhaust, adaptiv…",https://bringatrailer.com/listing/2021-porsche-macan-turbo-3/,https://bringatrailer.com/wp-content/uploads/2025/12/2021_porsche_macan-turbo_img_7968-08061.jpeg,,This 2021 Porsche Macan Turbo has remained registered in California since new and now has 13k miles. It is finished in Volcano Gray Metallic over Black leather and is equipped with the Premium Plus a… [+3010 chars],,"13.000-Meilen-Porsche Macan Turbo 2021. Dieser Porsche Macan Turbo aus dem Jahr 2021 ist seit seinem Neuzustand in Kalifornien zugelassen und hat jetzt eine Laufleistung von 13.000 Meilen. Es ist in Volcano Grey Metallic über schwarzem Leder lackiert und mit den Premium Plus- und Sport Chrono-Paketen sowie einer Sportauspuffanlage, adaptivem…","13k-Mile 2021 Porsche Macan Turbo. This 2021 Porsche Macan Turbo has remained registered in California since new and now has 13k miles. It is finished in Volcano Gray Metallic over Black leather and is equipped with the Premium Plus and Sport Chrono packages as well as a Sport exhaust, adaptiv…","13k-Mile 2021 Porsche Macan Turbo. Hoc 2021 Porsche Macan Turbo in California relatus est ex quo nova et nunc 13k milia habet. Consummatum est in Volcano Grey Metallico super corium nigrum et cum Premium Plus et Lusum Chrono fasciculis instructum necnon lusus exhauriendi, adaptiv…",2026-01-09 18:37:12+00:00
400cfc02b2aadfe4df850260d6a09ad1,2026-01-04T14:05:00Z,'volcano warning',www.cinemablend.com,en,0.2,"If Avatar 4 Ends Up Happening, There's One Character I Want To See Return (And It's Not Quaritch)",I'm so ready for this...,https://www.cinemablend.com/movies/if-avatar-4-happens-one-character-i-want-to-return-not-quaritch,https://cdn.mos.cms.futurecdn.net/ZpgzRpt4UPKsvdtCiz9B4-1280-80.jpg,,"Spoiler Warning: The following article contains major spoilers for Avatar: Fire and Ash. If you’ve yet to watch the new 2025 movie, please exercise extreme caution.
It has been a couple of weeks sin… [+3378 chars]",,"Wenn „Avatar 4“ passiert, möchte ich einen Charakter wieder sehen (und das ist nicht Quaritch). Ich bin so bereit dafür...","If Avatar 4 Ends Up Happening, There's One Character I Want To See Return (And It's Not Quaritch). I'm so ready for this...","Si Avatar 4 Desinit Accidit, Moribus unus non est videre Redi (non est Quaritch). Ita paratus sum ad hoc...",2026-01-10 02:53:33+00:00
8d4a3f454916060962c2042e7ed8d29d,2026-01-08T05:41:33Z,'ash volcano',abcnews.go.com,en,0.9,Volcano guides at Mount Etna are protesting over new safety rules,Guides who take tourists to enjoy the striking views of Sicily’s Mount Etna are up in arms over tougher restrictions imposed by local authorities after a round of eruptions at the giant volcano in recent weeks,https://abcnews.go.com/Travel/wireStory/volcano-guides-mount-etna-protesting-new-safety-rules-129007766,https://i.abcnewsfe.com/a/7bcbcc89-3bb7-4ec8-83a0-546bdfe3e63c/wirestory_60f0280bd4af580abb405deaf2969d2e_16x9.jpg?w=1600,,"MOUNT ETNA, Italy -- Guides who take tourists to enjoy the striking views of Sicilys Mount Etna are up in arms over tougher restrictions imposed by local authorities after a round of eruptions at the… [+2859 chars]",,"Vulkanführer am Ätna protestieren gegen neue Sicherheitsregeln. Reiseführer, die Touristen mitnehmen, um die atemberaubende Aussicht auf den Ätna auf Sizilien zu genießen, sind empört über strengere Beschränkungen, die die örtlichen Behörden nach einer Reihe von Ausbrüchen des riesigen Vulkans in den letzten Wochen verhängt haben",Volcano guides at Mount Etna are protesting over new safety rules. Guides who take tourists to enjoy the striking views of Sicily’s Mount Etna are up in arms over tougher restrictions imposed by local authorities after a round of eruptions at the giant volcano in recent weeks,Duces Volcano apud montem Aetnam protestantur nova praecepta salutis. Duces qui peregrinatores delectant sententias de Monte Etna Siciliae in armis sunt de durioribus restrictionibus ab auctoritatibus localibus impositas post circum eruptiones in volcano giganteo proximis hebdomadibus,2026-01-10 06:35:01+00:00
fca826ac430819b231a322ffbc2e9c0c,2026-01-09T08:19:55Z,'volcano alert',rpnradio.com,en,0.7,Iriga: Mayon Volcano produces multiple Pyroclastic Flows amid Alert Level 3,"(Legazpi City, January 8, 2026) Mayon Volcano has generated multiple pyroclastic density currents (PDCs) on January 8 following continued dome-collapse activity at its summit, PHIVOLCS reported. Time-lapse footage captured the activity at 6:51 a.m., showing g…",https://rpnradio.com/iriga-mayon-volcano-produces-multiple-pyroclastic-flows-amid-alert-level-3/,https://rpnradio.com/wp-content/uploads/2026/01/Jan-9-2025-News-2.jpg,,"(Legazpi City, January 8, 2026) Mayon Volcano has generated multiple pyroclastic density currents (PDCs) on January 8 following continued dome-collapse activity at its summit, PHIVOLCS reported.
Tim… [+1172 chars]",,"Iriga: Der Vulkan Mayon erzeugt bei Alarmstufe 3 mehrere pyroklastische Ströme. (Legazpi City, 8. Januar 2026) Der Vulkan Mayon hat am 8. Januar nach anhaltender Kuppeleinsturzaktivität auf seinem Gipfel mehrere pyroklastische Dichteströme (PDCs) erzeugt, berichtete PHIVOLCS. Zeitrafferaufnahmen erfassten die Aktivität um 6:51 Uhr und zeigten…","Iriga: Mayon Volcano produces multiple Pyroclastic Flows amid Alert Level 3. (Legazpi City, January 8, 2026) Mayon Volcano has generated multiple pyroclastic density currents (PDCs) on January 8 following continued dome-collapse activity at its summit, PHIVOLCS reported. Time-lapse footage captured the activity at 6:51 a.m., showing g…","Iriga: Mayon Volcano multiplices fluxiones Pyroclasticas in gradu erecti producit 3. (Urbs Legazpi, die 8 Ianuarii 2026) Mayon Volcano plures densitates pyroclasticas excursus (PDCs) VIII Kalendas Februarii generavit, sequentes continuata thomae ruinae actionis in suo culmine, PHIVOLCS retulit. Tempus-lapsum footage cepit actionem at 6:51 a.m., ostendens g…",2026-01-10 12:45:28+00:00
3f133d04124c461eb57dbf3a519214f9,2026-01-08T00:46:47Z,'volcano activity',abcnews.go.com,en,0.7,"Philippines evacuates 3,000 people after activity increases at Mayon Volcano","The Philippines has evacuated nearly 3,000 villagers from a danger zone on the foothills of the Mayon Volcano after officials raised the alert level due to recent activity",https://abcnews.go.com/Technology/wireStory/philippines-evacuates-3000-people-after-activity-increases-mayon-129000629,https://i.abcnewsfe.com/a/516e697d-84c2-47b7-84df-a329007ddd64/wirestory_d37340526ce320210435732a180e4331_16x9.jpg?w=1600,http://web.archive.org/web/20260108124413/https://abcnews.go.com/Technology/wireStory/philippines-evacuates-3000-people-after-activity-increases-mayon-129000629,"MANILA, Philippines -- A series of mild eruptions at the most active volcano in the Philippines has prompted the evacuation of nearly 3,000 villagers from a danger zone on its foothills, officials sa… [+3074 chars]",,"Die Philippinen evakuieren 3.000 Menschen, nachdem die Aktivität am Vulkan Mayon zugenommen hat. Die Philippinen haben fast 3.000 Dorfbewohner aus einer Gefahrenzone am Fuße des Mayon-Vulkans evakuiert, nachdem Beamte aufgrund der jüngsten Aktivitäten die Alarmstufe erhöht hatten","Philippines evacuates 3,000 people after activity increases at Mayon Volcano. The Philippines has evacuated nearly 3,000 villagers from a danger zone on the foothills of the Mayon Volcano after officials raised the alert level due to recent activity","Philippinae triginta milia hominum evacuat postquam agendo apud Mayon Volcano crescit. Philippinae fere 3,000 vicani e zona periculi in radicibus Volcaniae Mayonis emittuntur postquam magistratus gradum erectum ob recentem actionem excitaverunt.",2026-01-10 18:34:04+00:00
